clade_name,A23,A24,A25,A26,A27,A28,A29,A30,A31
k__Bacteria|p__Firmicutes|c__CFGB10325|o__OFGB10325|f__FGB10325|g__GGB4669|s__GGB4669_SGB6458|t__SGB6458,0,0,0,0,0,0,0,0.04968,1.57498
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_BX15|t__SGB15053,0.21585,0.09287,0,0.79404,0.09178,0.3556,0.00725,0.03125,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB50119|s__GGB50119_SGB70177|t__SGB70177,0,0,0,0.06237,0,0.57569,0.89526,0.04131,0.00788
k__Bacteria|p__Bacteroidetes|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1631|s__GGB1631_SGB2239|t__SGB2239,0.11614,0.31312,0.08999,0.01786,0.03783,0.24822,0.41606,0.06039,0.28274
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1277|s__GGB1277_SGB1714|t__SGB1714,0,0,0,0,0,1.54033,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3632|s__GGB3632_SGB4921|t__SGB4921,0,0,0,0,0.08851,1.44161,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinotignum|s__Actinotignum_SGB5108|t__SGB5108,0,0,0,0,1.46593,0.00023,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670,0,0,0,0,1.05868,0,0.00254,0.22109,0.1787
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Culturomica|s__Culturomica_massiliensis|t__SGB1791,1.44276,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_SGB4425|t__SGB4425_group,0.00105,0,0,0.13767,0.59662,0.44306,0,0.24147,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum|t__SGB4811,0,0,0.14956,0.47576,0.33336,0.1838,0.27664,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__SGB2295,0.07936,0.8493,0.41049,0.04419,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans|t__SGB4874,0,0,0,0.13282,0.11459,0.24118,0.30931,0,0.57595
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3003|s__GGB3003_SGB3994|t__SGB3994,0,0,0.08343,0.02616,0,0.00864,0.48993,0.287,0.47266
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB53522|t__SGB53522,0,0,0,0,0,0,1.34967,0,0
k__Bacteria|p__Firmicutes|c__CFGB76769|o__OFGB76769|f__FGB76769|g__GGB3051|s__GGB3051_SGB4051|t__SGB4051,0,0.06286,0.04452,0.05647,0.04676,0.12185,0.17509,0.05851,0.7819
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_F|t__SGB1614,0,0,0,0,0,1.14987,0,0.1821,0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis|t__SGB14912,0.53075,0,0.03959,0.25694,0.14933,0.06098,0.11827,0,0.17464
k__Bacteria|p__Firmicutes|c__CFGB76465|o__OFGB76465|f__FGB76465|g__GGB80140|s__GGB80140_SGB15224|t__SGB15224,0,0.00791,0.14181,0.00466,0.12983,0.29313,0.02847,0.05767,0.657
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB28302|s__GGB28302_SGB40871|t__SGB40871,0,0,0,0.01642,0.01458,0.01408,0.93975,0.13126,0.19998
k__Bacteria|p__Spirochaetes|c__CFGB8872|o__OFGB8872|f__FGB8872|g__GGB26634|s__GGB26634_SGB38814|t__SGB38814,0,0,0,1.30116,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14861|t__SGB14861,0,0.0507,0.02724,0.39665,0.06791,0.51028,0.13417,0.03324,0.06654
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9568|s__GGB9568_SGB14980|t__SGB14980,0,0,0,0.10495,0.34012,0.04948,0.38684,0.40231,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1243|s__GGB1243_SGB1664|t__SGB1664,0,0,0,0,0,1.27745,0,0,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB73497|s__GGB73497_SGB52416|t__SGB52416,0.00883,0,0,0,0,0,0.0368,0.09149,1.13996
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_boum|t__SGB17272,0,0,0,0,0,0,0,1.27339,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_6|t__SGB4966,0,0,0,0.17733,0.17652,0.00886,0.7935,0.0453,0.0644
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter_intestinalis|t__SGB3193,0.00075,0,0,1.23978,0,0,0.00393,0.01497,0
k__Bacteria|p__Bacteroidetes|c__CFGB4448|o__OFGB4448|f__FGB4448|g__GGB1617|s__GGB1617_SGB2214|t__SGB2214,0.24888,0,0.04373,0.21411,0.02321,0.22753,0.43289,0.04248,0
k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201|f__FGB1201|g__GGB2958|s__GGB2958_SGB3940|t__SGB3940,0.0021,0.72331,0.1643,0.00798,0.17591,0.15192,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis|t__SGB15127,0.09868,0.22032,0.87644,0.02763,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863|f__FGB2863|g__GGB9150|s__GGB9150_SGB14085|t__SGB14085,0.5042,0,0.71558,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6371|t__SGB6371,0,0,0,0,1.21665,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB4713|s__GGB4713_SGB6526|t__SGB6526,0,0,0,0,0,0,0.89628,0.03033,0.27413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15316,0,0,0,0.00955,1.18492,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis|t__SGB4826,0,0,0.05174,0.03404,0.4652,0.56935,0,0,0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_suis|t__SGB5501,0,0,0,0,0.26312,0.80355,0.04265,0,0.00077
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Hallerella|s__Hallerella_porci|t__SGB20347,0.00062,0,0,1.08202,0,0,0.00653,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale|t__SGB4933,0,0,0,0.00013,0.94761,0.13572,0,0,0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB7364|o__OFGB7364|f__FGB7364|g__GGB12749|s__GGB12749_SGB19749|t__SGB19749,0,0.95658,0,0,0.01516,0,0,0.01608,0.07305
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256|s__GGB3256_SGB4303|t__SGB4303,0,0.23896,0,0,0,0.65317,0.1256,0.02678,0
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437|t__SGB1437,0.00706,0,0,0.06535,0.04372,0.39317,0.11311,0.16057,0.2509
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Paraeggerthella|s__Paraeggerthella_hongkongensis|t__SGB14804,1.00373,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_coprocola|t__SGB15089,0,0,0,0,0.04941,0.05558,0.54056,0.00582,0.34794
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB13463|s__GGB13463_SGB15285|t__SGB15285,0,0,0,0,0,0,0.56292,0.41507,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_D5|t__SGB14960,0.77701,0.03464,0.11335,0.03602,0.0059,0,0.00813,0,0
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9185|s__GGB9185_SGB14124|t__SGB14124,0,0.41442,0.32466,0,0,0.00153,0.0046,0,0.2171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_SGB36997|t__SGB36997,0,0,0,0,0.92733,0.03488,0,0,0
k__Bacteria|p__Bacteroidetes|c__CFGB11391|o__OFGB11391|f__FGB11391|g__GGB1457|s__GGB1457_SGB2020|t__SGB2020,0.10879,0.01013,0.05845,0.08402,0.09771,0.01407,0.5879,0,0
k__Bacteria|p__Tenericutes|c__CFGB4862|o__OFGB4862|f__FGB4862|g__GGB4750|s__GGB4750_SGB6579|t__SGB6579,0.05495,0.02019,0,0.00762,0.00261,0,0.39702,0,0.47651
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_7770_A6|t__SGB6836,0,0,0,0,0.74241,0.03289,0.00431,0.11336,0.06577
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982|f__FGB2982|g__GGB9342|s__GGB9342_SGB14306|t__SGB14306,0,0.88756,0.02016,0,0,0.04262,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB76705|o__OFGB76705|f__FGB76705|g__GGB4978|s__GGB4978_SGB6970|t__SGB6970,0,0,0,0.16482,0,0.66546,0.01234,0.0106,0.07973
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4837,0,0,0.54097,0.3827,0.00023,0.0021,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_pleomorphus|t__SGB6792,0.6943,0,0.18584,0.02213,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4531,0.83148,0.0681,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB24672|s__GGB24672_SGB36548|t__SGB36548,0,0,0,0,0,0.58905,0.10135,0.20812,0
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB9790|s__GGB9790_SGB15413|t__SGB15413,0.06946,0.15559,0.64078,0,0.03242,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947|f__FGB2947|g__GGB9285|s__GGB9285_SGB14238|t__SGB14238,0.19381,0,0,0.50453,0,0,0.19746,0,0
k__Bacteria|p__Firmicutes|c__CFGB8140|o__OFGB8140|f__FGB8140|g__GGB3755|s__GGB3755_SGB5104|t__SGB5104,0,0,0,0,0,0.84419,0.0025,0.02599,0.00142
k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB9762|s__GGB9762_SGB15377|t__SGB15377,0.21336,0.12734,0.28373,0.11854,0.07682,0,0.02089,0.03175,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249|t__SGB15249,0,0.09182,0.05242,0.03198,0.30427,0.25798,0.07277,0.04628,0.01205
k__Bacteria|p__Firmicutes|c__CFGB10477|o__OFGB10477|f__FGB10477|g__GGB9345|s__GGB9345_SGB14311|t__SGB14311,0,0.23129,0.6236,0,0,0,0,0,0.00341
k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB117|o__OFGB117|f__FGB117|g__GGB267|s__GGB267_SGB372|t__SGB372,0.25505,0.10185,0.25534,0.24165,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB6280|o__OFGB6280|f__FGB6280|g__GGB18162|s__GGB18162_SGB26826|t__SGB26826,0,0,0,0,0,0,0,0,0.8489
k__Bacteria|p__Firmicutes|c__CFGB1772|o__OFGB1772|f__FGB1772|g__GGB4629|s__GGB4629_SGB6407|t__SGB6407,0,0,0,0.37739,0.13908,0,0.3009,0.01338,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii|t__SGB4537,0.13225,0,0.19806,0.11535,0.03131,0.08152,0.27224,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9158|s__GGB9158_SGB14095|t__SGB14095,0,0,0.82463,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15323,0,0,0,0,0.74838,0.06197,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_E|t__SGB1617,0,0,0,0,0.02261,0.45323,0,0.32386,0
k__Bacteria|p__Firmicutes|c__CFGB1355|o__OFGB1355|f__FGB1355|g__GGB3305|s__GGB3305_SGB4368|t__SGB4368,0,0.72368,0,0,0.06431,0,0,0,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB15407|t__SGB15407,0.02488,0.17675,0.10519,0.08357,0.00225,0,0.1867,0.04213,0.15437
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa|t__SGB1784,0.64032,0.01541,0.09108,0.00639,0.01041,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Hornefia|s__Hornefia_butyriciproducens|t__SGB37202,0.68954,0,0.02075,0.03669,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1675|t__SGB1675,0,0.00651,0,0.09882,0.31287,0.32545,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens|t__SGB14993,0,0,0,0.03466,0.33034,0.34827,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB6329|o__OFGB6329|f__FGB6329|g__GGB3314|s__GGB3314_SGB4383|t__SGB4383,0,0,0,0,0,0,0,0.7088,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_OF03_15BH|t__SGB4779,0,0.21348,0.00577,0.19382,0.20229,0.06926,0,0.02322,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudoglutamicibacter|s__Pseudoglutamicibacter_SGB14255|t__SGB14255,0.04913,0.00673,0.06061,0.02744,0.02097,0.12522,0.04418,0.0167,0.34831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9630|s__GGB9630_SGB15084|t__SGB15084,0,0.13863,0,0.2786,0.04993,0.11442,0.02144,0,0.08655
k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9288|s__GGB9288_SGB14243|t__SGB14243,0.18255,0.04092,0.17838,0.16258,0.02895,0,0,0.01288,0.08253
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques|t__SGB4563,0,0,0.01951,0,0.25376,0.39141,0.00045,0.0115,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB15090|t__SGB15090,0,0.26042,0.33916,0,0.02477,0.04425,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__SGB15452,0.64418,0.01222,0.00323,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB33085|s__GGB33085_SGB1673|t__SGB1673,0,0,0.24488,0,0.14995,0.09615,0.00486,0.15767,0
k__Bacteria|p__Tenericutes|c__CFGB336|o__OFGB336|f__FGB336|g__GGB763|s__GGB763_SGB1002|t__SGB1002,0.03243,0.33399,0,0.24781,0,0.02683,0.00315,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279,0,0,0.00272,0,0,0,0,0.64086,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P3_92|t__SGB1606,0.03769,0,0,0,0,0,0.43141,0.16697,0
k__Bacteria|p__Firmicutes|c__CFGB9298|o__OFGB9298|f__FGB9298|g__GGB27377|s__GGB27377_SGB13972|t__SGB13972,0,0,0,0.45499,0.01522,0,0.12997,0.02543,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Sharpea|s__Sharpea_porci|t__SGB77090,0,0,0.62525,0,0,0,0,0,0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5996|s__GGB5996_SGB8619|t__SGB8619,0,0,0,0.05629,0,0.5678,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_Marseille_P3106|t__SGB15142,0.50474,0.05984,0.05218,0.00704,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1853,0.61773,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__CFGB7536|o__OFGB7536|f__FGB7536|g__GGB24042|s__GGB24042_SGB35817|t__SGB35817,0,0,0,0.0163,0,0,0.55993,0.04042,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9383|s__GGB9383_SGB72489|t__SGB72489,0,0.3395,0.09176,0,0.02731,0.01346,0.01394,0.0415,0.08622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris|t__SGB4675,0.2069,0.25392,0,0.04126,0,0,0.10743,0,0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9303|s__GGB9303_SGB14264|t__SGB14264,0,0.37813,0.18381,0,0,0.00127,0.03438,0.00489,0.00317
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5995|s__GGB5995_SGB8618|t__SGB8618,0,0,0,0.00187,0.0065,0,0.04034,0,0.54535
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii|t__SGB4532,0,0,0,0.0019,0.19204,0.35288,0.00663,0.03856,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB36986|t__SGB36986,0,0.59089,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter_isourolithinifaciens|t__SGB14816_group,0,0,0,0.18108,0.12641,0.15842,0.08947,0.00909,0.01934
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2982|s__GGB2982_SGB3964|t__SGB3964,0.12316,0.01344,0,0.20233,0.04046,0.00814,0.18843,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15031|t__SGB15031,0,0,0,0,0,0.55682,0,0.01001,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P5_92|t__SGB1711,0,0,0,0.08485,0,0.25951,0.12022,0.10174,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_coli|t__SGB19443,0.48358,0,0.08168,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF20_17LB|t__SGB4714,0,0,0,0.00921,0.51777,0.01523,0.02175,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB13404|s__GGB13404_SGB14252|t__SGB14252,0.036,0.02135,0.06956,0.19672,0.1479,0.06248,0.01675,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus|t__SGB7045,0,0.02876,0.00038,0,0,0,0,0,0.52096
k__Bacteria|p__Firmicutes|c__CFGB1422|o__OFGB1422|f__FGB1422|g__GGB3486|s__GGB3486_SGB4658|t__SGB4658,0,0,0,0.05471,0.41039,0.07097,0.01288,0,0.00039
k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947|f__FGB2947|g__GGB38716|s__GGB38716_SGB14237|t__SGB14237,0,0.33109,0.01771,0,0,0,0.00561,0,0.19033
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312|f__FGB10312|g__GGB4644|s__GGB4644_SGB6428|t__SGB6428,0,0.05679,0,0,0,0.37024,0.05221,0.06489,0
k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838|f__FGB1838|g__GGB4672|s__GGB4672_SGB6461|t__SGB6461,0.03764,0.03861,0.14256,0,0.08285,0.04838,0.00461,0.01582,0.17306
k__Bacteria|p__Firmicutes|c__CFGB1213|o__OFGB1213|f__FGB1213|g__GGB9788|s__GGB9788_SGB15411|t__SGB15411,0,0.15148,0.15398,0.05397,0.00142,0.06974,0.07645,0,0.01929
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB14899|t__SGB14899,0.02652,0.11285,0.26403,0.01993,0.00322,0.01279,0.06054,0,0.01479
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__SGB1934,0.48312,0.00206,0.00489,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4581,0,0,0,0,0.38627,0.09406,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P2_180|t__SGB1712,0,0,0,0.12222,0.04419,0.13041,0.07693,0.07493,0.02712
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9076|s__GGB9076_SGB13998|t__SGB13998,0.19128,0.11486,0.00178,0.16454,0.00216,0,0,0.00095,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747|s__GGB9747_SGB15354|t__SGB15354,0,0,0,0.30137,0.00563,0.05689,0.07714,0,0.03313
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_berlinense|t__SGB3542,0.00473,0,0,0.11765,0.14676,0,0.19993,0.00118,0
k__Bacteria|p__Firmicutes|c__CFGB330|o__OFGB330|f__FGB330|g__GGB756|s__GGB756_SGB993|t__SGB993,0.02946,0.04466,0,0.04093,0.08309,0.12239,0.14323,0.00249,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14351|t__SGB14351,0,0.08663,0.08162,0.00695,0.05193,0.056,0.04344,0.01243,0.1256
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__SGB15342,0,0,0,0,0.38249,0.04428,0.02283,0.00946,0.0012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4559|s__GGB4559_SGB6293|t__SGB6293,0,0.018,0,0,0.03231,0,0,0.06066,0.33871
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142|s__GGB3142_SGB4155|t__SGB4155,0,0,0,0.4366,0.00463,0.00293,0,0,0
k__Bacteria|p__Proteobacteria|c__CFGB2394|o__OFGB2394|f__FGB2394|g__GGB6544|s__GGB6544_SGB9243|t__SGB9243,0,0,0.41578,0.0168,0,0.00987,0,0.00163,0
